"Disease","Report Year","Ethnic Group","Case Count","Case rate per 100,000"
"Typhoid fever",2011,"Asian",21,5.8
"Acute gastroenteritis",2011,"Asian",22,6.1
"Hepatitis C",2011,"Asian",0,0
"Cysticercosis",2011,"Asian",0,0
"Yersiniosis",2011,"Asian",127,35.2
"Rickettsial disease",2011,"Asian",0,0
"Poliomyelitis",2011,"Asian",0,0
"Measles",2011,"Asian",34,9.4
"Brucellosis",2011,"Asian",0,0
"Rabies and other lyssaviruses",2011,"Asian",0,0
"Cholera",2011,"Asian",0,0
"Legionellosis",2011,"Asian",3,0.8
"Hepatitis NOS",2011,"Asian",4,1.1
"Hydatid disease",2011,"Asian",1,0.3
"Meningococcal disease",2011,"Asian",2,0.6
"Leptospirosis",2011,"Asian",0,0
"Paratyphoid fever",2011,"Asian",4,1.1
"Rheumatic fever",2011,"MELAA",0,0
"Meningoencephalitis - primary amoebic",2011,"MELAA",0,0
"Arboviral diseases",2011,"MELAA",1,2.9
"Q fever",2011,"MELAA",0,0
"Malaria",2011,"MELAA",4,11.6
"Pertussis",2011,"MELAA",10,29.1
"Trichinosis",2011,"MELAA",0,0
"Tetanus",2011,"MELAA",0,0
"Taeniasis",2011,"MELAA",4,11.6
"VTEC/STEC infection",2011,"MELAA",1,2.9
"Invasive pneumococcal disease",2011,"MELAA",3,8.7
"Mumps",2011,"MELAA",0,0
"Hepatitis A",2011,"MELAA",2,5.8
"Hepatitis B",2011,"MELAA",0,0
"Haemophilus influenzae type b",2011,"MELAA",0,0
"Rubella",2011,"MELAA",0,0
"Tuberculosis disease",2011,"MELAA",16,46.5
"Poliomyelitis",2011,"MELAA",0,0
"Measles",2011,"MELAA",6,17.4
"Leprosy",2011,"MELAA",0,0
"Yersiniosis",2011,"MELAA",5,14.5
"Rabies and other lyssaviruses",2011,"MELAA",0,0
"Mpox",2011,"MELAA",0,0
"Brucellosis",2011,"MELAA",0,0
"Salmonellosis",2011,"MELAA",10,29.1
"Hepatitis C",2011,"MELAA",0,0
"Cysticercosis",2011,"MELAA",0,0
"Shigellosis",2011,"MELAA",3,8.7
"Leptospirosis",2011,"MELAA",0,0
"Meningococcal disease",2011,"MELAA",1,2.9
"Rickettsial disease",2011,"MELAA",0,0
"Typhoid fever",2011,"MELAA",0,0
"Toxic shellfish poisoning",2011,"MELAA",0,0
"Hepatitis NOS",2011,"MELAA",0,0
"Cholera",2011,"MELAA",0,0
"Acute gastroenteritis",2011,"MELAA",3,8.7
"Listeriosis",2011,"MELAA",0,0
"Legionellosis",2011,"MELAA",2,5.8
"Paratyphoid fever",2011,"MELAA",0,0
"Diphtheria",2011,"MELAA",0,0
"Campylobacteriosis",2011,"MELAA",37,107.5
"Hydatid disease",2011,"MELAA",0,0
"Cryptosporidiosis",2011,"MELAA",3,8.7
"Giardiasis",2011,"MELAA",33,95.9
"Mpox",2011,"European or Others",0,0
"Rheumatic fever",2011,"European or Others",6,0.2
"Trichinosis",2011,"European or Others",0,0
"Arboviral diseases",2011,"European or Others",24,0.8
"Tuberculosis disease",2011,"European or Others",31,1
"Taeniasis",2011,"European or Others",1,0
"Toxic shellfish poisoning",2011,"European or Others",3,0.1
"Invasive pneumococcal disease",2011,"European or Others",339,11.2
"Tetanus",2011,"European or Others",0,0
"Haemophilus influenzae type b",2011,"European or Others",5,0.2
"Cysticercosis",2011,"European or Others",0,0
"Hepatitis NOS",2011,"European or Others",1,0
"Rubella",2011,"European or Others",11,0.4
"Meningococcal disease",2011,"European or Others",55,1.8
"Pertussis",2011,"European or Others",1583,52.1
"Measles",2011,"European or Others",373,12.3
"Leprosy",2011,"European or Others",0,0
"Q fever",2011,"European or Others",1,0
"Hepatitis C",2011,"European or Others",22,0.7
"Rabies and other lyssaviruses",2011,"European or Others",0,0
"Hepatitis B",2011,"European or Others",23,0.8
"Cholera",2011,"European or Others",0,0
"Diphtheria",2011,"European or Others",0,0
"Acute gastroenteritis",2011,"European or Others",435,14.3
"Mumps",2011,"European or Others",24,0.8
"Malaria",2011,"European or Others",13,0.4
"Yersiniosis",2011,"European or Others",299,9.8
"Typhoid fever",2011,"European or Others",5,0.2
"VTEC/STEC infection",2011,"European or Others",130,4.3
"Meningoencephalitis - primary amoebic",2011,"European or Others",0,0
"Cryptosporidiosis",2011,"European or Others",507,16.7
"Legionellosis",2011,"European or Others",135,4.4
"Campylobacteriosis",2011,"European or Others",5344,175.9
"Shigellosis",2011,"European or Others",38,1.3
"Listeriosis",2011,"European or Others",15,0.5
"Brucellosis",2011,"European or Others",0,0
"Paratyphoid fever",2011,"European or Others",7,0.2
"Rickettsial disease",2011,"European or Others",4,0.1
"Poliomyelitis",2011,"European or Others",0,0
"Giardiasis",2011,"European or Others",1545,50.9
"Hepatitis A",2011,"European or Others",6,0.2
"Salmonellosis",2011,"European or Others",797,26.2
"Hydatid disease",2011,"European or Others",5,0.2
"Leptospirosis",2011,"European or Others",55,1.8
"Arboviral diseases",2012,"Māori",3,0.6
"Taeniasis",2012,"Māori",0,0
"Invasive pneumococcal disease",2012,"Māori",103,19.1
"Q fever",2012,"Māori",0,0
"Measles",2012,"Māori",25,4.6
"Cryptosporidiosis",2012,"Māori",69,12.8
"Tetanus",2012,"Māori",0,0
"Cholera",2012,"Māori",0,0
"Brucellosis",2012,"Māori",0,0
"Malaria",2012,"Māori",1,0.2
"Toxic shellfish poisoning",2012,"Māori",24,4.5
"VTEC/STEC infection",2012,"Māori",15,2.8
"Shigellosis",2012,"Māori",6,1.1
"Rheumatic fever",2012,"Māori",98,18.2
"Hepatitis B",2012,"Māori",8,1.5
"Campylobacteriosis",2012,"Māori",491,91.3
"Tuberculosis disease",2012,"Māori",38,7.1
"Mpox",2012,"Māori",0,0
"Rubella",2012,"Māori",1,0.2
"Typhoid fever",2012,"Māori",0,0
"Trichinosis",2012,"Māori",0,0
"Salmonellosis",2012,"Māori",94,17.5
"Meningoencephalitis - primary amoebic",2012,"Māori",0,0
"Leprosy",2012,"Māori",0,0
"Pertussis",2012,"Māori",820,152.4
"Poliomyelitis",2012,"Māori",0,0
"Acute gastroenteritis",2012,"Māori",57,10.6
"Cysticercosis",2012,"Māori",0,0
"Mumps",2012,"Māori",2,0.4
"Rabies and other lyssaviruses",2012,"Māori",0,0
"Meningococcal disease",2012,"Māori",29,5.4
"Yersiniosis",2012,"Māori",42,7.8
"Hepatitis A",2012,"Māori",1,0.2
"Haemophilus influenzae type b",2012,"Māori",0,0
"Hepatitis NOS",2012,"Māori",0,0
"Hepatitis C",2012,"Māori",4,0.7
"Hydatid disease",2012,"Māori",0,0
"Leptospirosis",2012,"Māori",18,3.3
"Legionellosis",2012,"Māori",8,1.5
"Rickettsial disease",2012,"Māori",1,0.2
"Listeriosis",2012,"Māori",1,0.2
"Diphtheria",2012,"Māori",0,0
"Giardiasis",2012,"Māori",104,19.3
"Paratyphoid fever",2012,"Māori",0,0
"Meningoencephalitis - primary amoebic",2012,"Pacific",0,0
"Tuberculosis disease",2012,"Pacific",34,12.9
"Q fever",2012,"Pacific",0,0
"VTEC/STEC infection",2012,"Pacific",0,0
"Brucellosis",2012,"Pacific",0,0
"Mpox",2012,"Pacific",0,0
"Arboviral diseases",2012,"Pacific",2,0.8
"Trichinosis",2012,"Pacific",0,0
"Poliomyelitis",2012,"Pacific",0,0
"Rickettsial disease",2012,"Pacific",0,0
"Toxic shellfish poisoning",2012,"Pacific",1,0.4
"Invasive pneumococcal disease",2012,"Pacific",57,21.6
"Rabies and other lyssaviruses",2012,"Pacific",0,0
"Hepatitis NOS",2012,"Pacific",0,0
"Leprosy",2012,"Pacific",1,0.4
"Rheumatic fever",2012,"Pacific",69,26.1
"Measles",2012,"Pacific",28,10.6
"Mumps",2012,"Pacific",1,0.4
"Taeniasis",2012,"Pacific",0,0
"Meningococcal disease",2012,"Pacific",10,3.8
"Cholera",2012,"Pacific",0,0
"Hepatitis B",2012,"Pacific",2,0.8
"Typhoid fever",2012,"Pacific",27,10.2
"Tetanus",2012,"Pacific",0,0
"Cysticercosis",2012,"Pacific",0,0
"Diphtheria",2012,"Pacific",0,0
"Campylobacteriosis",2012,"Pacific",111,42
"Hepatitis C",2012,"Pacific",1,0.4
"Yersiniosis",2012,"Pacific",29,11
"Haemophilus influenzae type b",2012,"Pacific",0,0
"Rubella",2012,"Pacific",1,0.4
"Hydatid disease",2012,"Pacific",0,0
"Pertussis",2012,"Pacific",210,79.5
"Leptospirosis",2012,"Pacific",2,0.8
"Acute gastroenteritis",2012,"Pacific",16,6.1
"Shigellosis",2012,"Pacific",35,13.3
"Cryptosporidiosis",2012,"Pacific",15,5.7
"Paratyphoid fever",2012,"Pacific",0,0
"Legionellosis",2012,"Pacific",9,3.4
"Giardiasis",2012,"Pacific",12,4.5
"Malaria",2012,"Pacific",5,1.9
"Listeriosis",2012,"Pacific",4,1.5
"Salmonellosis",2012,"Pacific",38,14.4
"Hepatitis A",2012,"Pacific",10,3.8
"VTEC/STEC infection",2012,"Asian",5,1.4
"Taeniasis",2012,"Asian",2,0.5
"Poliomyelitis",2012,"Asian",0,0
"Meningoencephalitis - primary amoebic",2012,"Asian",0,0
"Tuberculosis disease",2012,"Asian",174,47.8
"Typhoid fever",2012,"Asian",16,4.4
"Meningococcal disease",2012,"Asian",1,0.3
"Trichinosis",2012,"Asian",0,0
"Tetanus",2012,"Asian",0,0
"Q fever",2012,"Asian",0,0
"Arboviral diseases",2012,"Asian",15,4.1
"Leptospirosis",2012,"Asian",1,0.3
"Measles",2012,"Asian",1,0.3
"Rheumatic fever",2012,"Asian",3,0.8
"Malaria",2012,"Asian",25,6.9
"Invasive pneumococcal disease",2012,"Asian",14,3.8
"Leprosy",2012,"Asian",1,0.3
"Mpox",2012,"Asian",0,0
"Cholera",2012,"Asian",0,0
"Hepatitis NOS",2012,"Asian",1,0.3
"Rabies and other lyssaviruses",2012,"Asian",0,0
"Pertussis",2012,"Asian",172,47.3
"Yersiniosis",2012,"Asian",128,35.2
"Rubella",2012,"Asian",2,0.5
"Hydatid disease",2012,"Asian",0,0
"Haemophilus influenzae type b",2012,"Asian",0,0
"Legionellosis",2012,"Asian",7,1.9
"Brucellosis",2012,"Asian",0,0
"Toxic shellfish poisoning",2012,"Asian",0,0
"Mumps",2012,"Asian",7,1.9
"Campylobacteriosis",2012,"Asian",307,84.4
"Shigellosis",2012,"Asian",13,3.6
"Cryptosporidiosis",2012,"Asian",18,4.9
"Hepatitis B",2012,"Asian",7,1.9
"Paratyphoid fever",2012,"Asian",13,3.6
"Rickettsial disease",2012,"Asian",0,0
"Listeriosis",2012,"Asian",1,0.3
"Cysticercosis",2012,"Asian",0,0
"Diphtheria",2012,"Asian",0,0
"Giardiasis",2012,"Asian",73,20.1
"Salmonellosis",2012,"Asian",101,27.8
"Acute gastroenteritis",2012,"Asian",32,8.8
"Hepatitis C",2012,"Asian",0,0
"Hepatitis A",2012,"Asian",53,14.6
"Rickettsial disease",2012,"MELAA",0,0
"Q fever",2012,"MELAA",0,0
"Tuberculosis disease",2012,"MELAA",14,40.5
"Poliomyelitis",2012,"MELAA",0,0
"Tetanus",2012,"MELAA",0,0
"VTEC/STEC infection",2012,"MELAA",1,2.9
"Arboviral diseases",2012,"MELAA",3,8.7
"Invasive pneumococcal disease",2012,"MELAA",4,11.6
"Meningococcal disease",2012,"MELAA",3,8.7
"Typhoid fever",2012,"MELAA",0,0
"Meningoencephalitis - primary amoebic",2012,"MELAA",0,0
"Leptospirosis",2012,"MELAA",0,0
"Toxic shellfish poisoning",2012,"MELAA",0,0
"Rabies and other lyssaviruses",2012,"MELAA",0,0
"Measles",2012,"MELAA",0,0
"Yersiniosis",2012,"MELAA",4,11.6
"Cysticercosis",2012,"MELAA",0,0
"Mumps",2012,"MELAA",0,0
"Trichinosis",2012,"MELAA",0,0
"Brucellosis",2012,"MELAA",0,0
"Leprosy",2012,"MELAA",0,0
"Hepatitis B",2012,"MELAA",1,2.9
"Pertussis",2012,"MELAA",35,101.2
"Rheumatic fever",2012,"MELAA",0,0
"Mpox",2012,"MELAA",0,0
"Rubella",2012,"MELAA",0,0
"Paratyphoid fever",2012,"MELAA",0,0
"Legionellosis",2012,"MELAA",0,0
"Malaria",2012,"MELAA",3,8.7
"Taeniasis",2012,"MELAA",3,8.7
"Listeriosis",2012,"MELAA",1,2.9
"Haemophilus influenzae type b",2012,"MELAA",0,0
"Hydatid disease",2012,"MELAA",0,0
"Hepatitis A",2012,"MELAA",5,14.5
"Hepatitis C",2012,"MELAA",0,0
"Shigellosis",2012,"MELAA",3,8.7
"Hepatitis NOS",2012,"MELAA",0,0
"Giardiasis",2012,"MELAA",39,112.8
"Campylobacteriosis",2012,"MELAA",28,81
"Acute gastroenteritis",2012,"MELAA",2,5.8
"Cholera",2012,"MELAA",0,0
"Cryptosporidiosis",2012,"MELAA",5,14.5
"Diphtheria",2012,"MELAA",0,0
"Salmonellosis",2012,"MELAA",8,23.1
"Toxic shellfish poisoning",2012,"European or Others",5,0.2
"Invasive pneumococcal disease",2012,"European or Others",290,9.5
"Tuberculosis disease",2012,"European or Others",27,0.9
"Measles",2012,"European or Others",14,0.5
"Meningoencephalitis - primary amoebic",2012,"European or Others",0,0
"Poliomyelitis",2012,"European or Others",0,0
"Arboviral diseases",2012,"European or Others",45,1.5
"Leprosy",2012,"European or Others",0,0
"Mumps",2012,"European or Others",15,0.5
"VTEC/STEC infection",2012,"European or Others",125,4.1
"Rheumatic fever",2012,"European or Others",8,0.3
"Taeniasis",2012,"European or Others",0,0
"Rickettsial disease",2012,"European or Others",3,0.1
"Yersiniosis",2012,"European or Others",276,9
"Trichinosis",2012,"European or Others",0,0
"Typhoid fever",2012,"European or Others",1,0
"Meningococcal disease",2012,"European or Others",42,1.4
"Shigellosis",2012,"European or Others",64,2.1
"Pertussis",2012,"European or Others",4540,148.5
"Q fever",2012,"European or Others",0,0
"Tetanus",2012,"European or Others",2,0.1
"Mpox",2012,"European or Others",0,0
"Rubella",2012,"European or Others",0,0
"Haemophilus influenzae type b",2012,"European or Others",4,0.1
"Cholera",2012,"European or Others",0,0
"Leptospirosis",2012,"European or Others",83,2.7
"Hepatitis NOS",2012,"European or Others",1,0
"Malaria",2012,"European or Others",4,0.1
"Hydatid disease",2012,"European or Others",1,0
"Cryptosporidiosis",2012,"European or Others",747,24.4
"Brucellosis",2012,"European or Others",0,0
"Rabies and other lyssaviruses",2012,"European or Others",0,0
"Hepatitis B",2012,"European or Others",20,0.7
"Cysticercosis",2012,"European or Others",0,0
"Listeriosis",2012,"European or Others",18,0.6
"Salmonellosis",2012,"European or Others",779,25.5
"Paratyphoid fever",2012,"European or Others",8,0.3
"Legionellosis",2012,"European or Others",125,4.1
"Diphtheria",2012,"European or Others",0,0
"Hepatitis C",2012,"European or Others",26,0.9
"Hepatitis A",2012,"European or Others",11,0.4
"Campylobacteriosis",2012,"European or Others",5609,183.4
"Giardiasis",2012,"European or Others",1375,45
"Acute gastroenteritis",2012,"European or Others",547,17.9
"Measles",2013,"Māori",6,0.9
"Yersiniosis",2013,"Māori",43,6.2
"Rheumatic fever",2013,"Māori",98,14.2
"Meningococcal disease",2013,"Māori",23,3.3
"Tuberculosis disease",2013,"Māori",26,3.8
"VTEC/STEC infection",2013,"Māori",21,3
"Taeniasis",2013,"Māori",0,0
"Poliomyelitis",2013,"Māori",0,0
"Arboviral diseases",2013,"Māori",6,0.9
"Rickettsial disease",2013,"Māori",1,0.1
"Pertussis",2013,"Māori",488,70.5
"Mumps",2013,"Māori",5,0.7
"Leptospirosis",2013,"Māori",11,1.6
"Trichinosis",2013,"Māori",0,0
"Toxic shellfish poisoning",2013,"Māori",1,0.1
"Q fever",2013,"Māori",0,0
"Meningoencephalitis - primary amoebic",2013,"Māori",0,0
"Leprosy",2013,"Māori",0,0
"Tetanus",2013,"Māori",0,0
"Malaria",2013,"Māori",1,0.1
"Cryptosporidiosis",2013,"Māori",157,22.7
"Invasive pneumococcal disease",2013,"Māori",114,16.5
"Typhoid fever",2013,"Māori",2,0.3
"Haemophilus influenzae type b",2013,"Māori",0,0
"Listeriosis",2013,"Māori",4,0.6
"Hydatid disease",2013,"Māori",0,0
"Hepatitis B",2013,"Māori",6,0.9
"Rabies and other lyssaviruses",2013,"Māori",0,0
"Mpox",2013,"Māori",0,0
"Brucellosis",2013,"Māori",0,0
"Cysticercosis",2013,"Māori",0,0
"Paratyphoid fever",2013,"Māori",1,0.1
"Rubella",2013,"Māori",0,0
"Legionellosis",2013,"Māori",7,1
"Diphtheria",2013,"Māori",0,0
"Salmonellosis",2013,"Māori",77,11.1
"Hepatitis A",2013,"Māori",16,2.3
"Acute gastroenteritis",2013,"Māori",48,6.9
"Hepatitis NOS",2013,"Māori",0,0
"Hepatitis C",2013,"Māori",7,1
"Shigellosis",2013,"Māori",4,0.6
"Campylobacteriosis",2013,"Māori",537,77.6
"Giardiasis",2013,"Māori",97,14
"Cholera",2013,"Māori",0,0
"VTEC/STEC infection",2013,"Pacific",4,1.4
"Leprosy",2013,"Pacific",5,1.8
"Typhoid fever",2013,"Pacific",32,11.2
"Poliomyelitis",2013,"Pacific",0,0
"Measles",2013,"Pacific",0,0
"Tetanus",2013,"Pacific",0,0
"Yersiniosis",2013,"Pacific",20,7
"Meningococcal disease",2013,"Pacific",9,3.2
"Tuberculosis disease",2013,"Pacific",41,14.4
"Leptospirosis",2013,"Pacific",3,1.1
"Trichinosis",2013,"Pacific",0,0
"Meningoencephalitis - primary amoebic",2013,"Pacific",0,0
"Mumps",2013,"Pacific",5,1.8
"Hepatitis B",2013,"Pacific",6,2.1
"Pertussis",2013,"Pacific",236,82.6
"Cryptosporidiosis",2013,"Pacific",35,12.3
"Toxic shellfish poisoning",2013,"Pacific",0,0
"Malaria",2013,"Pacific",6,2.1
"Invasive pneumococcal disease",2013,"Pacific",53,18.6
"Rheumatic fever",2013,"Pacific",92,32.2
"Arboviral diseases",2013,"Pacific",5,1.8
"Taeniasis",2013,"Pacific",0,0
"Hydatid disease",2013,"Pacific",1,0.4
"Q fever",2013,"Pacific",0,0
"Rickettsial disease",2013,"Pacific",0,0
"Diphtheria",2013,"Pacific",0,0
"Mpox",2013,"Pacific",0,0
"Cysticercosis",2013,"Pacific",0,0
"Paratyphoid fever",2013,"Pacific",0,0
"Acute gastroenteritis",2013,"Pacific",12,4.2
"Listeriosis",2013,"Pacific",0,0
"Shigellosis",2013,"Pacific",52,18.2
"Haemophilus influenzae type b",2013,"Pacific",0,0
"Legionellosis",2013,"Pacific",4,1.4
"Hepatitis C",2013,"Pacific",1,0.4
"Hepatitis A",2013,"Pacific",21,7.4
"Rubella",2013,"Pacific",0,0
"Brucellosis",2013,"Pacific",1,0.4
"Hepatitis NOS",2013,"Pacific",0,0
"Cholera",2013,"Pacific",0,0
"Campylobacteriosis",2013,"Pacific",148,51.8
"Salmonellosis",2013,"Pacific",56,19.6
"Rabies and other lyssaviruses",2013,"Pacific",0,0
"Giardiasis",2013,"Pacific",16,5.6
"Measles",2013,"Asian",1,0.2
"VTEC/STEC infection",2013,"Asian",6,1.2
"Poliomyelitis",2013,"Asian",0,0
"Rheumatic fever",2013,"Asian",6,1.2
"Invasive pneumococcal disease",2013,"Asian",17,3.3
"Rickettsial disease",2013,"Asian",0,0
"Tuberculosis disease",2013,"Asian",165,31.7
"Arboviral diseases",2013,"Asian",24,4.6
"Yersiniosis",2013,"Asian",88,16.9
"Malaria",2013,"Asian",20,3.8
"Typhoid fever",2013,"Asian",14,2.7
"Pertussis",2013,"Asian",115,22.1
"Meningococcal disease",2013,"Asian",2,0.4
"Leprosy",2013,"Asian",2,0.4
"Trichinosis",2013,"Asian",0,0
"Q fever",2013,"Asian",0,0
"Taeniasis",2013,"Asian",3,0.6
"Leptospirosis",2013,"Asian",2,0.4
"Paratyphoid fever",2013,"Asian",9,1.7
"Listeriosis",2013,"Asian",2,0.4
"Cysticercosis",2013,"Asian",1,0.2
"Tetanus",2013,"Asian",0,0
"Mumps",2013,"Asian",5,1
"Hepatitis B",2013,"Asian",3,0.6
"Toxic shellfish poisoning",2013,"Asian",0,0
"Cholera",2013,"Asian",0,0
"Hydatid disease",2013,"Asian",1,0.2
"Salmonellosis",2013,"Asian",84,16.1
"Haemophilus influenzae type b",2013,"Asian",0,0
"Legionellosis",2013,"Asian",4,0.8
"Meningoencephalitis - primary amoebic",2013,"Asian",0,0
"Mpox",2013,"Asian",0,0
"Shigellosis",2013,"Asian",13,2.5
"Brucellosis",2013,"Asian",0,0
"Cryptosporidiosis",2013,"Asian",42,8.1
"Hepatitis C",2013,"Asian",0,0
"Rabies and other lyssaviruses",2013,"Asian",0,0
"Rubella",2013,"Asian",0,0
"Diphtheria",2013,"Asian",0,0
"Giardiasis",2013,"Asian",77,14.8
"Hepatitis A",2013,"Asian",12,2.3
"Hepatitis NOS",2013,"Asian",1,0.2
"Acute gastroenteritis",2013,"Asian",32,6.1
"Campylobacteriosis",2013,"Asian",320,61.4
"Tuberculosis disease",2013,"MELAA",13,26.2
"Leprosy",2013,"MELAA",0,0
"Measles",2013,"MELAA",0,0
"Meningococcal disease",2013,"MELAA",0,0
"Leptospirosis",2013,"MELAA",0,0
"Yersiniosis",2013,"MELAA",5,10.1
"Poliomyelitis",2013,"MELAA",0,0
"VTEC/STEC infection",2013,"MELAA",0,0
"Q fever",2013,"MELAA",0,0
"Typhoid fever",2013,"MELAA",0,0
"Rheumatic fever",2013,"MELAA",0,0
"Haemophilus influenzae type b",2013,"MELAA",0,0
"Cryptosporidiosis",2013,"MELAA",14,28.2
"Taeniasis",2013,"MELAA",2,4
"Rickettsial disease",2013,"MELAA",1,2
"Malaria",2013,"MELAA",5,10.1
"Pertussis",2013,"MELAA",15,30.2
"Hydatid disease",2013,"MELAA",0,0
"Tetanus",2013,"MELAA",0,0
"Arboviral diseases",2013,"MELAA",2,4
"Toxic shellfish poisoning",2013,"MELAA",0,0
"Meningoencephalitis - primary amoebic",2013,"MELAA",0,0
"Mumps",2013,"MELAA",0,0
"Hepatitis A",2013,"MELAA",1,2
"Trichinosis",2013,"MELAA",0,0
"Brucellosis",2013,"MELAA",0,0
"Invasive pneumococcal disease",2013,"MELAA",2,4
"Paratyphoid fever",2013,"MELAA",0,0
"Rubella",2013,"MELAA",0,0
"Cysticercosis",2013,"MELAA",0,0
"Shigellosis",2013,"MELAA",3,6
"Hepatitis B",2013,"MELAA",1,2
"Hepatitis NOS",2013,"MELAA",0,0
"Rabies and other lyssaviruses",2013,"MELAA",0,0
"Mpox",2013,"MELAA",0,0
"Listeriosis",2013,"MELAA",0,0
"Salmonellosis",2013,"MELAA",13,26.2
"Acute gastroenteritis",2013,"MELAA",3,6
"Legionellosis",2013,"MELAA",5,10.1
"Diphtheria",2013,"MELAA",0,0
"Giardiasis",2013,"MELAA",30,60.4
"Cholera",2013,"MELAA",0,0
"Campylobacteriosis",2013,"MELAA",36,72.5
"Hepatitis C",2013,"MELAA",1,2
"Tuberculosis disease",2013,"European or Others",25,0.9
"Leptospirosis",2013,"European or Others",44,1.5
"VTEC/STEC infection",2013,"European or Others",171,5.9
"Leprosy",2013,"European or Others",0,0
"Mumps",2013,"European or Others",8,0.3
"Measles",2013,"European or Others",1,0
"Pertussis",2013,"European or Others",2574,89
"Poliomyelitis",2013,"European or Others",0,0
"Toxic shellfish poisoning",2013,"European or Others",0,0
"Cryptosporidiosis",2013,"European or Others",1050,36.3
"Invasive pneumococcal disease",2013,"European or Others",271,9.4
"Rheumatic fever",2013,"European or Others",6,0.2
"Meningoencephalitis - primary amoebic",2013,"European or Others",0,0
"Hydatid disease",2013,"European or Others",5,0.2
"Shigellosis",2013,"European or Others",50,1.7
"Trichinosis",2013,"European or Others",0,0
"Haemophilus influenzae type b",2013,"European or Others",2,0.1
"Yersiniosis",2013,"European or Others",301,10.4
"Mpox",2013,"European or Others",0,0
"Malaria",2013,"European or Others",14,0.5
"Rickettsial disease",2013,"European or Others",6,0.2
"Arboviral diseases",2013,"European or Others",65,2.2
"Listeriosis",2013,"European or Others",13,0.4
"Rubella",2013,"European or Others",1,0
"Tetanus",2013,"European or Others",1,0
"Diphtheria",2013,"European or Others",0,0
"Meningococcal disease",2013,"European or Others",34,1.2
"Legionellosis",2013,"European or Others",128,4.4
"Paratyphoid fever",2013,"European or Others",15,0.5
"Typhoid fever",2013,"European or Others",2,0.1
"Taeniasis",2013,"European or Others",0,0
"Cholera",2013,"European or Others",0,0
"Hepatitis A",2013,"European or Others",40,1.4
"Q fever",2013,"European or Others",0,0
"Hepatitis C",2013,"European or Others",27,0.9
"Salmonellosis",2013,"European or Others",847,29.3
"Acute gastroenteritis",2013,"European or Others",398,13.8
"Cysticercosis",2013,"European or Others",0,0
"Hepatitis NOS",2013,"European or Others",0,0
"Hepatitis B",2013,"European or Others",10,0.3
"Brucellosis",2013,"European or Others",0,0
"Giardiasis",2013,"European or Others",1391,48.1
"Rabies and other lyssaviruses",2013,"European or Others",0,0
"Campylobacteriosis",2013,"European or Others",5355,185.1
"Poliomyelitis",2014,"Māori",0,0
"Rheumatic fever",2014,"Māori",86,12.3
"Arboviral diseases",2014,"Māori",5,0.7
"Tuberculosis disease",2014,"Māori",37,5.3
"Pertussis",2014,"Māori",164,23.5
"Meningococcal disease",2014,"Māori",15,2.1
"VTEC/STEC infection",2014,"Māori",20,2.9
"Invasive pneumococcal disease",2014,"Māori",114,16.3
"Taeniasis",2014,"Māori",0,0
"Mumps",2014,"Māori",3,0.4
"Measles",2014,"Māori",108,15.5
"Malaria",2014,"Māori",0,0
"Cysticercosis",2014,"Māori",0,0
"Leprosy",2014,"Māori",0,0
"Salmonellosis",2014,"Māori",103,14.7
"Cryptosporidiosis",2014,"Māori",57,8.2
"Toxic shellfish poisoning",2014,"Māori",8,1.1
"Rickettsial disease",2014,"Māori",2,0.3
"Typhoid fever",2014,"Māori",1,0.1
"Giardiasis",2014,"Māori",120,17.2
"Haemophilus influenzae type b",2014,"Māori",1,0.1
"Q fever",2014,"Māori",0,0
"Listeriosis",2014,"Māori",2,0.3
"Mpox",2014,"Māori",0,0
"Rubella",2014,"Māori",1,0.1
"Paratyphoid fever",2014,"Māori",0,0
"Leptospirosis",2014,"Māori",12,1.7
"Acute gastroenteritis",2014,"Māori",56,8
"Trichinosis",2014,"Māori",0,0
"Yersiniosis",2014,"Māori",52,7.4
"Meningoencephalitis - primary amoebic",2014,"Māori",0,0
"Hydatid disease",2014,"Māori",2,0.3
"Hepatitis A",2014,"Māori",1,0.1
"Brucellosis",2014,"Māori",0,0
"Hepatitis B",2014,"Māori",3,0.4
"Diphtheria",2014,"Māori",0,0
"Shigellosis",2014,"Māori",4,0.6
"Hepatitis C",2014,"Māori",6,0.9
"Legionellosis",2014,"Māori",9,1.3
"Tetanus",2014,"Māori",0,0
"Cholera",2014,"Māori",0,0
"Hepatitis NOS",2014,"Māori",0,0
"Rabies and other lyssaviruses",2014,"Māori",0,0
"Campylobacteriosis",2014,"Māori",507,72.6
"Poliomyelitis",2014,"Pacific",0,0
"Leprosy",2014,"Pacific",4,1.4
"VTEC/STEC infection",2014,"Pacific",1,0.3
"Meningococcal disease",2014,"Pacific",4,1.4
"Invasive pneumococcal disease",2014,"Pacific",61,21
"Q fever",2014,"Pacific",0,0
"Typhoid fever",2014,"Pacific",15,5.2
"Haemophilus influenzae type b",2014,"Pacific",1,0.3
"Cryptosporidiosis",2014,"Pacific",10,3.4
"Hydatid disease",2014,"Pacific",0,0
"Tuberculosis disease",2014,"Pacific",49,16.9
"Rheumatic fever",2014,"Pacific",107,36.8
"Measles",2014,"Pacific",19,6.5
"Meningoencephalitis - primary amoebic",2014,"Pacific",0,0
"Tetanus",2014,"Pacific",0,0
"Mpox",2014,"Pacific",0,0
