"Disease","Report Year","DHBName","Sex Group","Case Count","Case rate per 100,000"
"Listeriosis",2014,"Whanganui","Female",0,0
"Tetanus",2014,"Whanganui","Female",0,0
"Hepatitis NOS",2014,"Whanganui","Female",0,0
"Haemophilus influenzae type b",2014,"Whanganui","Female",0,0
"Diphtheria",2014,"Whanganui","Female",0,0
"Hepatitis C",2014,"Whanganui","Female",0,0
"Mpox",2014,"Whanganui","Female",0,0
"Salmonellosis",2014,"Whanganui","Female",6,18.8
"Rubella",2014,"Whanganui","Female",0,0
"Leptospirosis",2014,"Whanganui","Female",0,0
"Rickettsial disease",2014,"MidCentral","Male",0,0
"Cysticercosis",2014,"MidCentral","Male",0,0
"Trichinosis",2014,"MidCentral","Male",0,0
"Tuberculosis disease",2014,"MidCentral","Male",7,8.5
"Toxic shellfish poisoning",2014,"MidCentral","Male",0,0
"Yersiniosis",2014,"MidCentral","Male",4,4.8
"Shigellosis",2014,"MidCentral","Male",1,1.2
"Taeniasis",2014,"MidCentral","Male",0,0
"Arboviral diseases",2014,"MidCentral","Male",0,0
"Mumps",2014,"MidCentral","Male",0,0
"Giardiasis",2014,"MidCentral","Male",13,15.7
"VTEC/STEC infection",2014,"MidCentral","Male",1,1.2
"Brucellosis",2014,"MidCentral","Male",0,0
"Cryptosporidiosis",2014,"MidCentral","Male",9,10.9
"Measles",2014,"MidCentral","Male",0,0
"Rheumatic fever",2014,"MidCentral","Male",2,2.4
"Hepatitis A",2014,"MidCentral","Male",1,1.2
"Rabies and other lyssaviruses",2014,"MidCentral","Male",0,0
"Tetanus",2014,"MidCentral","Male",0,0
"Malaria",2014,"MidCentral","Male",0,0
"Meningococcal disease",2014,"MidCentral","Male",1,1.2
"Meningoencephalitis - primary amoebic",2014,"MidCentral","Male",0,0
"Hepatitis NOS",2014,"MidCentral","Male",0,0
"Hydatid disease",2014,"MidCentral","Male",0,0
"Salmonellosis",2014,"MidCentral","Male",9,10.9
"Acute gastroenteritis",2014,"MidCentral","Male",46,55.6
"Legionellosis",2014,"MidCentral","Male",2,2.4
"Haemophilus influenzae type b",2014,"MidCentral","Male",0,0
"Hepatitis C",2014,"MidCentral","Male",0,0
"Mpox",2014,"MidCentral","Male",0,0
"Poliomyelitis",2014,"MidCentral","Male",0,0
"Invasive pneumococcal disease",2014,"MidCentral","Male",8,9.7
"Hepatitis B",2014,"MidCentral","Male",0,0
"Pertussis",2014,"MidCentral","Male",1,1.2
"Leprosy",2014,"MidCentral","Male",0,0
"Cholera",2014,"MidCentral","Male",0,0
"Rubella",2014,"MidCentral","Male",0,0
"Q fever",2014,"MidCentral","Male",0,0
"Listeriosis",2014,"MidCentral","Male",1,1.2
"Paratyphoid fever",2014,"MidCentral","Male",0,0
"Diphtheria",2014,"MidCentral","Male",0,0
"Leptospirosis",2014,"MidCentral","Male",4,4.8
"Typhoid fever",2014,"MidCentral","Male",0,0
"Campylobacteriosis",2014,"MidCentral","Male",143,172.9
"Taeniasis",2014,"MidCentral","Female",0,0
"Malaria",2014,"MidCentral","Female",0,0
"Mumps",2014,"MidCentral","Female",0,0
"VTEC/STEC infection",2014,"MidCentral","Female",2,2.3
"Trichinosis",2014,"MidCentral","Female",0,0
"Rabies and other lyssaviruses",2014,"MidCentral","Female",0,0
"Poliomyelitis",2014,"MidCentral","Female",0,0
"Pertussis",2014,"MidCentral","Female",11,12.6
"Giardiasis",2014,"MidCentral","Female",11,12.6
"Cryptosporidiosis",2014,"MidCentral","Female",11,12.6
"Arboviral diseases",2014,"MidCentral","Female",1,1.1
"Rheumatic fever",2014,"MidCentral","Female",0,0
"Rubella",2014,"MidCentral","Female",0,0
"Acute gastroenteritis",2014,"MidCentral","Female",97,110.8
"Measles",2014,"MidCentral","Female",0,0
"Yersiniosis",2014,"MidCentral","Female",6,6.9
"Hydatid disease",2014,"MidCentral","Female",0,0
"Toxic shellfish poisoning",2014,"MidCentral","Female",0,0
"Cysticercosis",2014,"MidCentral","Female",0,0
"Meningococcal disease",2014,"MidCentral","Female",1,1.1
"Hepatitis NOS",2014,"MidCentral","Female",0,0
"Meningoencephalitis - primary amoebic",2014,"MidCentral","Female",0,0
"Typhoid fever",2014,"MidCentral","Female",0,0
"Tuberculosis disease",2014,"MidCentral","Female",7,8
"Legionellosis",2014,"MidCentral","Female",3,3.4
"Haemophilus influenzae type b",2014,"MidCentral","Female",0,0
"Listeriosis",2014,"MidCentral","Female",2,2.3
"Tetanus",2014,"MidCentral","Female",0,0
"Shigellosis",2014,"MidCentral","Female",0,0
"Hepatitis B",2014,"MidCentral","Female",0,0
"Diphtheria",2014,"MidCentral","Female",0,0
"Hepatitis A",2014,"MidCentral","Female",1,1.1
"Cholera",2014,"MidCentral","Female",0,0
"Leprosy",2014,"MidCentral","Female",0,0
"Rickettsial disease",2014,"MidCentral","Female",0,0
"Campylobacteriosis",2014,"MidCentral","Female",116,132.5
"Salmonellosis",2014,"MidCentral","Female",14,16
"Brucellosis",2014,"MidCentral","Female",0,0
"Mpox",2014,"MidCentral","Female",0,0
"Q fever",2014,"MidCentral","Female",0,0
"Invasive pneumococcal disease",2014,"MidCentral","Female",12,13.7
"Leptospirosis",2014,"MidCentral","Female",0,0
"Hepatitis C",2014,"MidCentral","Female",0,0
"Paratyphoid fever",2014,"MidCentral","Female",1,1.1
"Cryptosporidiosis",2014,"Wairarapa","Male",4,19.2
"Arboviral diseases",2014,"Wairarapa","Male",0,0
"Measles",2014,"Wairarapa","Male",0,0
"Giardiasis",2014,"Wairarapa","Male",9,43.2
"Rheumatic fever",2014,"Wairarapa","Male",1,4.8
"Yersiniosis",2014,"Wairarapa","Male",2,9.6
"Rickettsial disease",2014,"Wairarapa","Male",0,0
"Brucellosis",2014,"Wairarapa","Male",0,0
"Trichinosis",2014,"Wairarapa","Male",0,0
"Cholera",2014,"Wairarapa","Male",0,0
"Mumps",2014,"Wairarapa","Male",1,4.8
"Cysticercosis",2014,"Wairarapa","Male",0,0
"Leprosy",2014,"Wairarapa","Male",0,0
"Rabies and other lyssaviruses",2014,"Wairarapa","Male",0,0
"Meningoencephalitis - primary amoebic",2014,"Wairarapa","Male",0,0
"Meningococcal disease",2014,"Wairarapa","Male",0,0
"Tetanus",2014,"Wairarapa","Male",0,0
"Hydatid disease",2014,"Wairarapa","Male",0,0
"Taeniasis",2014,"Wairarapa","Male",0,0
"Tuberculosis disease",2014,"Wairarapa","Male",1,4.8
"Hepatitis A",2014,"Wairarapa","Male",0,0
"Hepatitis C",2014,"Wairarapa","Male",0,0
"Haemophilus influenzae type b",2014,"Wairarapa","Male",0,0
"Salmonellosis",2014,"Wairarapa","Male",4,19.2
"Poliomyelitis",2014,"Wairarapa","Male",0,0
"Shigellosis",2014,"Wairarapa","Male",0,0
"Hepatitis B",2014,"Wairarapa","Male",0,0
"Leptospirosis",2014,"Wairarapa","Male",2,9.6
"VTEC/STEC infection",2014,"Wairarapa","Male",1,4.8
"Hepatitis NOS",2014,"Wairarapa","Male",0,0
"Typhoid fever",2014,"Wairarapa","Male",0,0
"Pertussis",2014,"Wairarapa","Male",0,0
"Listeriosis",2014,"Wairarapa","Male",0,0
"Acute gastroenteritis",2014,"Wairarapa","Male",2,9.6
"Paratyphoid fever",2014,"Wairarapa","Male",0,0
"Mpox",2014,"Wairarapa","Male",0,0
"Malaria",2014,"Wairarapa","Male",0,0
"Legionellosis",2014,"Wairarapa","Male",0,0
"Diphtheria",2014,"Wairarapa","Male",0,0
"Toxic shellfish poisoning",2014,"Wairarapa","Male",0,0
"Invasive pneumococcal disease",2014,"Wairarapa","Male",3,14.4
"Q fever",2014,"Wairarapa","Male",0,0
"Campylobacteriosis",2014,"Wairarapa","Male",36,173
"Rubella",2014,"Wairarapa","Male",0,0
"Trichinosis",2014,"Wairarapa","Female",0,0
"Acute gastroenteritis",2014,"Wairarapa","Female",2,9.1
"Hepatitis B",2014,"Wairarapa","Female",0,0
"Mumps",2014,"Wairarapa","Female",0,0
"Cysticercosis",2014,"Wairarapa","Female",0,0
"Taeniasis",2014,"Wairarapa","Female",0,0
"Giardiasis",2014,"Wairarapa","Female",12,54.7
"Cryptosporidiosis",2014,"Wairarapa","Female",7,31.9
"Brucellosis",2014,"Wairarapa","Female",0,0
"Rheumatic fever",2014,"Wairarapa","Female",0,0
"Measles",2014,"Wairarapa","Female",0,0
"Toxic shellfish poisoning",2014,"Wairarapa","Female",0,0
"VTEC/STEC infection",2014,"Wairarapa","Female",0,0
"Tetanus",2014,"Wairarapa","Female",0,0
"Meningococcal disease",2014,"Wairarapa","Female",0,0
"Arboviral diseases",2014,"Wairarapa","Female",1,4.6
"Tuberculosis disease",2014,"Wairarapa","Female",1,4.6
"Hepatitis A",2014,"Wairarapa","Female",0,0
"Haemophilus influenzae type b",2014,"Wairarapa","Female",0,0
"Hepatitis C",2014,"Wairarapa","Female",0,0
"Poliomyelitis",2014,"Wairarapa","Female",0,0
"Malaria",2014,"Wairarapa","Female",0,0
"Hepatitis NOS",2014,"Wairarapa","Female",0,0
"Yersiniosis",2014,"Wairarapa","Female",0,0
"Shigellosis",2014,"Wairarapa","Female",0,0
"Meningoencephalitis - primary amoebic",2014,"Wairarapa","Female",0,0
"Legionellosis",2014,"Wairarapa","Female",0,0
"Hydatid disease",2014,"Wairarapa","Female",0,0
"Salmonellosis",2014,"Wairarapa","Female",5,22.8
"Rickettsial disease",2014,"Wairarapa","Female",0,0
"Rubella",2014,"Wairarapa","Female",0,0
"Q fever",2014,"Wairarapa","Female",0,0
"Leptospirosis",2014,"Wairarapa","Female",0,0
"Cholera",2014,"Wairarapa","Female",0,0
"Rabies and other lyssaviruses",2014,"Wairarapa","Female",0,0
"Leprosy",2014,"Wairarapa","Female",0,0
"Typhoid fever",2014,"Wairarapa","Female",0,0
"Invasive pneumococcal disease",2014,"Wairarapa","Female",3,13.7
"Pertussis",2014,"Wairarapa","Female",1,4.6
"Diphtheria",2014,"Wairarapa","Female",0,0
"Campylobacteriosis",2014,"Wairarapa","Female",25,114
"Mpox",2014,"Wairarapa","Female",0,0
"Listeriosis",2014,"Wairarapa","Female",0,0
"Paratyphoid fever",2014,"Wairarapa","Female",0,0
"Trichinosis",2014,"West Coast","Male",0,0
"Malaria",2014,"West Coast","Male",0,0
"Mumps",2014,"West Coast","Male",0,0
"Giardiasis",2014,"West Coast","Male",2,12.2
"Cholera",2014,"West Coast","Male",0,0
"Cryptosporidiosis",2014,"West Coast","Male",1,6.1
"Brucellosis",2014,"West Coast","Male",0,0
"Acute gastroenteritis",2014,"West Coast","Male",2,12.2
"Toxic shellfish poisoning",2014,"West Coast","Male",0,0
"Hepatitis B",2014,"West Coast","Male",0,0
"Hepatitis A",2014,"West Coast","Male",0,0
"Arboviral diseases",2014,"West Coast","Male",0,0
"Cysticercosis",2014,"West Coast","Male",0,0
"VTEC/STEC infection",2014,"West Coast","Male",0,0
"Legionellosis",2014,"West Coast","Male",5,30.5
"Tuberculosis disease",2014,"West Coast","Male",1,6.1
"Rheumatic fever",2014,"West Coast","Male",0,0
"Rubella",2014,"West Coast","Male",0,0
"Measles",2014,"West Coast","Male",0,0
"Poliomyelitis",2014,"West Coast","Male",0,0
"Yersiniosis",2014,"West Coast","Male",0,0
"Shigellosis",2014,"West Coast","Male",0,0
"Meningoencephalitis - primary amoebic",2014,"West Coast","Male",0,0
"Hepatitis NOS",2014,"West Coast","Male",0,0
"Meningococcal disease",2014,"West Coast","Male",0,0
"Taeniasis",2014,"West Coast","Male",0,0
"Rickettsial disease",2014,"West Coast","Male",0,0
"Leprosy",2014,"West Coast","Male",0,0
"Haemophilus influenzae type b",2014,"West Coast","Male",1,6.1
"Mpox",2014,"West Coast","Male",0,0
"Q fever",2014,"West Coast","Male",0,0
"Hepatitis C",2014,"West Coast","Male",0,0
"Leptospirosis",2014,"West Coast","Male",1,6.1
"Invasive pneumococcal disease",2014,"West Coast","Male",0,0
"Diphtheria",2014,"West Coast","Male",0,0
"Tetanus",2014,"West Coast","Male",0,0
"Typhoid fever",2014,"West Coast","Male",0,0
"Campylobacteriosis",2014,"West Coast","Male",34,207.1
"Salmonellosis",2014,"West Coast","Male",3,18.3
"Hydatid disease",2014,"West Coast","Male",0,0
"Rabies and other lyssaviruses",2014,"West Coast","Male",0,0
"Pertussis",2014,"West Coast","Male",1,6.1
"Listeriosis",2014,"West Coast","Male",0,0
"Paratyphoid fever",2014,"West Coast","Male",0,0
"Giardiasis",2014,"West Coast","Female",5,30.8
"VTEC/STEC infection",2014,"West Coast","Female",0,0
"Measles",2014,"West Coast","Female",0,0
"Trichinosis",2014,"West Coast","Female",0,0
"Rheumatic fever",2014,"West Coast","Female",1,6.2
"Poliomyelitis",2014,"West Coast","Female",0,0
"Leptospirosis",2014,"West Coast","Female",0,0
"Meningoencephalitis - primary amoebic",2014,"West Coast","Female",0,0
"Cysticercosis",2014,"West Coast","Female",0,0
"Arboviral diseases",2014,"West Coast","Female",0,0
"Toxic shellfish poisoning",2014,"West Coast","Female",0,0
"Rickettsial disease",2014,"West Coast","Female",0,0
"Tuberculosis disease",2014,"West Coast","Female",0,0
"Legionellosis",2014,"West Coast","Female",1,6.2
"Acute gastroenteritis",2014,"West Coast","Female",2,12.3
"Cholera",2014,"West Coast","Female",0,0
"Brucellosis",2014,"West Coast","Female",0,0
"Hepatitis B",2014,"West Coast","Female",0,0
"Tetanus",2014,"West Coast","Female",0,0
"Taeniasis",2014,"West Coast","Female",0,0
"Rabies and other lyssaviruses",2014,"West Coast","Female",0,0
"Mumps",2014,"West Coast","Female",0,0
"Meningococcal disease",2014,"West Coast","Female",0,0
"Haemophilus influenzae type b",2014,"West Coast","Female",0,0
"Typhoid fever",2014,"West Coast","Female",0,0
"Invasive pneumococcal disease",2014,"West Coast","Female",1,6.2
"Leprosy",2014,"West Coast","Female",0,0
"Yersiniosis",2014,"West Coast","Female",3,18.5
"Mpox",2014,"West Coast","Female",0,0
"Pertussis",2014,"West Coast","Female",3,18.5
"Diphtheria",2014,"West Coast","Female",0,0
"Hepatitis NOS",2014,"West Coast","Female",0,0
"Hepatitis C",2014,"West Coast","Female",0,0
"Listeriosis",2014,"West Coast","Female",0,0
"Cryptosporidiosis",2014,"West Coast","Female",8,49.2
"Q fever",2014,"West Coast","Female",0,0
"Shigellosis",2014,"West Coast","Female",0,0
"Rubella",2014,"West Coast","Female",0,0
"Hydatid disease",2014,"West Coast","Female",0,0
"Malaria",2014,"West Coast","Female",0,0
"Campylobacteriosis",2014,"West Coast","Female",27,166.2
"Salmonellosis",2014,"West Coast","Female",4,24.6
"Hepatitis A",2014,"West Coast","Female",0,0
"Paratyphoid fever",2014,"West Coast","Female",0,0
"Taeniasis",2015,"Waitemata","Male",0,0
"Brucellosis",2015,"Waitemata","Male",0,0
"Hepatitis A",2015,"Waitemata","Male",2,0.7
"Poliomyelitis",2015,"Waitemata","Male",0,0
"Hepatitis B",2015,"Waitemata","Male",1,0.4
"Acute gastroenteritis",2015,"Waitemata","Male",33,11.7
"Measles",2015,"Waitemata","Male",0,0
"Pertussis",2015,"Waitemata","Male",65,23
"Trichinosis",2015,"Waitemata","Male",0,0
"Yersiniosis",2015,"Waitemata","Male",26,9.2
"Tetanus",2015,"Waitemata","Male",0,0
"Rheumatic fever",2015,"Waitemata","Male",9,3.2
"Mumps",2015,"Waitemata","Male",2,0.7
"Cysticercosis",2015,"Waitemata","Male",0,0
"Tuberculosis disease",2015,"Waitemata","Male",18,6.4
"Shigellosis",2015,"Waitemata","Male",4,1.4
"Hydatid disease",2015,"Waitemata","Male",0,0
"Leptospirosis",2015,"Waitemata","Male",2,0.7
"Malaria",2015,"Waitemata","Male",7,2.5
"Arboviral diseases",2015,"Waitemata","Male",12,4.3
"Campylobacteriosis",2015,"Waitemata","Male",460,163.1
"Giardiasis",2015,"Waitemata","Male",103,36.5
"Cryptosporidiosis",2015,"Waitemata","Male",32,11.3
"Haemophilus influenzae type b",2015,"Waitemata","Male",0,0
"Diphtheria",2015,"Waitemata","Male",0,0
"Typhoid fever",2015,"Waitemata","Male",2,0.7
"Paratyphoid fever",2015,"Waitemata","Male",2,0.7
"Invasive pneumococcal disease",2015,"Waitemata","Male",19,6.7
"Meningococcal disease",2015,"Waitemata","Male",7,2.5
"Listeriosis",2015,"Waitemata","Male",0,0
"Toxic shellfish poisoning",2015,"Waitemata","Male",0,0
"VTEC/STEC infection",2015,"Waitemata","Male",36,12.8
"Q fever",2015,"Waitemata","Male",0,0
"Salmonellosis",2015,"Waitemata","Male",76,26.9
"Hepatitis NOS",2015,"Waitemata","Male",1,0.4
"Leprosy",2015,"Waitemata","Male",0,0
"Hepatitis C",2015,"Waitemata","Male",1,0.4
"Rabies and other lyssaviruses",2015,"Waitemata","Male",0,0
"Legionellosis",2015,"Waitemata","Male",25,8.9
"Cholera",2015,"Waitemata","Male",0,0
"Meningoencephalitis - primary amoebic",2015,"Waitemata","Male",0,0
"Mpox",2015,"Waitemata","Male",0,0
"Rickettsial disease",2015,"Waitemata","Male",3,1.1
"Rubella",2015,"Waitemata","Male",0,0
"Paratyphoid fever",2015,"Waitemata","Female",3,1
"Measles",2015,"Waitemata","Female",0,0
"Trichinosis",2015,"Waitemata","Female",0,0
"Cysticercosis",2015,"Waitemata","Female",0,0
"Tetanus",2015,"Waitemata","Female",0,0
"Hepatitis B",2015,"Waitemata","Female",3,1
"Tuberculosis disease",2015,"Waitemata","Female",22,7.5
"Mumps",2015,"Waitemata","Female",0,0
"Poliomyelitis",2015,"Waitemata","Female",0,0
"VTEC/STEC infection",2015,"Waitemata","Female",26,8.9
"Invasive pneumococcal disease",2015,"Waitemata","Female",16,5.5
"Malaria",2015,"Waitemata","Female",3,1
"Leptospirosis",2015,"Waitemata","Female",0,0
"Legionellosis",2015,"Waitemata","Female",20,6.8
"Toxic shellfish poisoning",2015,"Waitemata","Female",0,0
"Cryptosporidiosis",2015,"Waitemata","Female",51,17.4
"Meningococcal disease",2015,"Waitemata","Female",3,1
"Meningoencephalitis - primary amoebic",2015,"Waitemata","Female",0,0
"Taeniasis",2015,"Waitemata","Female",2,0.7
"Arboviral diseases",2015,"Waitemata","Female",17,5.8
"Leprosy",2015,"Waitemata","Female",0,0
"Acute gastroenteritis",2015,"Waitemata","Female",32,10.9
"Cholera",2015,"Waitemata","Female",0,0
"Haemophilus influenzae type b",2015,"Waitemata","Female",0,0
"Diphtheria",2015,"Waitemata","Female",0,0
"Shigellosis",2015,"Waitemata","Female",9,3.1
"Giardiasis",2015,"Waitemata","Female",108,36.8
"Brucellosis",2015,"Waitemata","Female",0,0
"Q fever",2015,"Waitemata","Female",0,0
"Pertussis",2015,"Waitemata","Female",66,22.5
"Rabies and other lyssaviruses",2015,"Waitemata","Female",0,0
"Hepatitis A",2015,"Waitemata","Female",6,2
"Yersiniosis",2015,"Waitemata","Female",28,9.5
"Rheumatic fever",2015,"Waitemata","Female",1,0.3
"Typhoid fever",2015,"Waitemata","Female",0,0
"Rubella",2015,"Waitemata","Female",0,0
"Hepatitis NOS",2015,"Waitemata","Female",0,0
"Salmonellosis",2015,"Waitemata","Female",67,22.8
"Hepatitis C",2015,"Waitemata","Female",1,0.3
"Campylobacteriosis",2015,"Waitemata","Female",358,122.1
"Rickettsial disease",2015,"Waitemata","Female",2,0.7
"Hydatid disease",2015,"Waitemata","Female",0,0
"Listeriosis",2015,"Waitemata","Female",2,0.7
"Mpox",2015,"Waitemata","Female",0,0
"Hepatitis B",2015,"Auckland","Male",9,3.7
"Paratyphoid fever",2015,"Auckland","Male",2,0.8
"Toxic shellfish poisoning",2015,"Auckland","Male",0,0
"Cysticercosis",2015,"Auckland","Male",0,0
"VTEC/STEC infection",2015,"Auckland","Male",19,7.9
"Poliomyelitis",2015,"Auckland","Male",0,0
"Trichinosis",2015,"Auckland","Male",0,0
"Tuberculosis disease",2015,"Auckland","Male",34,14.1
"Taeniasis",2015,"Auckland","Male",1,0.4
"Brucellosis",2015,"Auckland","Male",1,0.4
"Yersiniosis",2015,"Auckland","Male",19,7.9
"Malaria",2015,"Auckland","Male",6,2.5
"Acute gastroenteritis",2015,"Auckland","Male",53,22
"Hepatitis A",2015,"Auckland","Male",5,2.1
"Hepatitis NOS",2015,"Auckland","Male",0,0
"Cryptosporidiosis",2015,"Auckland","Male",26,10.8
"Meningococcal disease",2015,"Auckland","Male",2,0.8
"Giardiasis",2015,"Auckland","Male",101,41.9
"Legionellosis",2015,"Auckland","Male",9,3.7
"Q fever",2015,"Auckland","Male",0,0
"Haemophilus influenzae type b",2015,"Auckland","Male",0,0
"Rubella",2015,"Auckland","Male",0,0
"Leptospirosis",2015,"Auckland","Male",0,0
"Diphtheria",2015,"Auckland","Male",0,0
"Leprosy",2015,"Auckland","Male",1,0.4
"Tetanus",2015,"Auckland","Male",0,0
"Mumps",2015,"Auckland","Male",0,0
"Rabies and other lyssaviruses",2015,"Auckland","Male",0,0
"Measles",2015,"Auckland","Male",0,0
"Arboviral diseases",2015,"Auckland","Male",23,9.5
"Typhoid fever",2015,"Auckland","Male",3,1.2
"Rickettsial disease",2015,"Auckland","Male",1,0.4
"Campylobacteriosis",2015,"Auckland","Male",287,119.1
"Hepatitis C",2015,"Auckland","Male",0,0
"Cholera",2015,"Auckland","Male",0,0
"Rheumatic fever",2015,"Auckland","Male",10,4.1
"Salmonellosis",2015,"Auckland","Male",56,23.2
"Shigellosis",2015,"Auckland","Male",16,6.6
"Meningoencephalitis - primary amoebic",2015,"Auckland","Male",0,0
"Invasive pneumococcal disease",2015,"Auckland","Male",22,9.1
"Hydatid disease",2015,"Auckland","Male",0,0
"Mpox",2015,"Auckland","Male",0,0
"Listeriosis",2015,"Auckland","Male",1,0.4
"Pertussis",2015,"Auckland","Male",27,11.2
"VTEC/STEC infection",2015,"Auckland","Female",25,10
"Meningoencephalitis - primary amoebic",2015,"Auckland","Female",0,0
"Giardiasis",2015,"Auckland","Female",82,33
"Diphtheria",2015,"Auckland","Female",0,0
"Mumps",2015,"Auckland","Female",0,0
"Tuberculosis disease",2015,"Auckland","Female",28,11.3
"Rabies and other lyssaviruses",2015,"Auckland","Female",0,0
"Poliomyelitis",2015,"Auckland","Female",0,0
"Brucellosis",2015,"Auckland","Female",0,0
"Toxic shellfish poisoning",2015,"Auckland","Female",0,0
"Measles",2015,"Auckland","Female",0,0
"Hepatitis A",2015,"Auckland","Female",4,1.6
"Cryptosporidiosis",2015,"Auckland","Female",25,10
"Trichinosis",2015,"Auckland","Female",0,0
"Yersiniosis",2015,"Auckland","Female",28,11.3
"Q fever",2015,"Auckland","Female",0,0
"Legionellosis",2015,"Auckland","Female",5,2
"Haemophilus influenzae type b",2015,"Auckland","Female",0,0
"Rheumatic fever",2015,"Auckland","Female",6,2.4
"Paratyphoid fever",2015,"Auckland","Female",3,1.2
"Hepatitis B",2015,"Auckland","Female",1,0.4
"Leptospirosis",2015,"Auckland","Female",0,0
"Tetanus",2015,"Auckland","Female",0,0
"Shigellosis",2015,"Auckland","Female",10,4
"Taeniasis",2015,"Auckland","Female",0,0
"Hydatid disease",2015,"Auckland","Female",0,0
"Cysticercosis",2015,"Auckland","Female",0,0
"Rickettsial disease",2015,"Auckland","Female",0,0
"Acute gastroenteritis",2015,"Auckland","Female",60,24.1
"Hepatitis C",2015,"Auckland","Female",2,0.8
"Listeriosis",2015,"Auckland","Female",2,0.8
"Leprosy",2015,"Auckland","Female",0,0
"Arboviral diseases",2015,"Auckland","Female",26,10.5
"Rubella",2015,"Auckland","Female",0,0
"Cholera",2015,"Auckland","Female",0,0
"Malaria",2015,"Auckland","Female",2,0.8
"Mpox",2015,"Auckland","Female",0,0
"Pertussis",2015,"Auckland","Female",46,18.5
"Hepatitis NOS",2015,"Auckland","Female",0,0
"Meningococcal disease",2015,"Auckland","Female",1,0.4
"Salmonellosis",2015,"Auckland","Female",66,26.5
"Typhoid fever",2015,"Auckland","Female",7,2.8
"Invasive pneumococcal disease",2015,"Auckland","Female",14,5.6
"Campylobacteriosis",2015,"Auckland","Female",246,98.9
"Meningoencephalitis - primary amoebic",2015,"Bay of Plenty","Male",0,0
"Giardiasis",2015,"Bay of Plenty","Male",31,28.9
"Yersiniosis",2015,"Bay of Plenty","Male",19,17.7
"Paratyphoid fever",2015,"Bay of Plenty","Male",0,0
"Brucellosis",2015,"Bay of Plenty","Male",0,0
"Poliomyelitis",2015,"Bay of Plenty","Male",0,0
"Shigellosis",2015,"Bay of Plenty","Male",5,4.7
"Hepatitis C",2015,"Bay of Plenty","Male",0,0
"Cryptosporidiosis",2015,"Bay of Plenty","Male",6,5.6
"Mumps",2015,"Bay of Plenty","Male",0,0
"Arboviral diseases",2015,"Bay of Plenty","Male",3,2.8
"Hepatitis A",2015,"Bay of Plenty","Male",2,1.9
"Campylobacteriosis",2015,"Bay of Plenty","Male",134,124.9
"Rickettsial disease",2015,"Bay of Plenty","Male",0,0
"Leprosy",2015,"Bay of Plenty","Male",2,1.9
"Acute gastroenteritis",2015,"Bay of Plenty","Male",11,10.3
"VTEC/STEC infection",2015,"Bay of Plenty","Male",0,0
"Hepatitis B",2015,"Bay of Plenty","Male",0,0
"Tetanus",2015,"Bay of Plenty","Male",0,0
"Diphtheria",2015,"Bay of Plenty","Male",0,0
"Cysticercosis",2015,"Bay of Plenty","Male",0,0
"Rabies and other lyssaviruses",2015,"Bay of Plenty","Male",0,0
"Meningococcal disease",2015,"Bay of Plenty","Male",1,0.9
"Trichinosis",2015,"Bay of Plenty","Male",0,0
"Tuberculosis disease",2015,"Bay of Plenty","Male",5,4.7
"Taeniasis",2015,"Bay of Plenty","Male",0,0
"Typhoid fever",2015,"Bay of Plenty","Male",2,1.9
"Q fever",2015,"Bay of Plenty","Male",0,0
"Malaria",2015,"Bay of Plenty","Male",1,0.9
"Measles",2015,"Bay of Plenty","Male",1,0.9
"Invasive pneumococcal disease",2015,"Bay of Plenty","Male",15,14
"Leptospirosis",2015,"Bay of Plenty","Male",4,3.7
"Hydatid disease",2015,"Bay of Plenty","Male",0,0
"Salmonellosis",2015,"Bay of Plenty","Male",14,13
"Pertussis",2015,"Bay of Plenty","Male",5,4.7
"Toxic shellfish poisoning",2015,"Bay of Plenty","Male",0,0
"Legionellosis",2015,"Bay of Plenty","Male",15,14
"Haemophilus influenzae type b",2015,"Bay of Plenty","Male",1,0.9
"Rubella",2015,"Bay of Plenty","Male",0,0
"Listeriosis",2015,"Bay of Plenty","Male",2,1.9
"Cholera",2015,"Bay of Plenty","Male",0,0
"Mpox",2015,"Bay of Plenty","Male",0,0
"Rheumatic fever",2015,"Bay of Plenty","Male",4,3.7
"Hepatitis NOS",2015,"Bay of Plenty","Male",0,0
"Yersiniosis",2015,"Bay of Plenty","Female",18,15.8
"Trichinosis",2015,"Bay of Plenty","Female",0,0
"Brucellosis",2015,"Bay of Plenty","Female",0,0
"Tetanus",2015,"Bay of Plenty","Female",0,0
"Poliomyelitis",2015,"Bay of Plenty","Female",0,0
"VTEC/STEC infection",2015,"Bay of Plenty","Female",13,11.4
"Diphtheria",2015,"Bay of Plenty","Female",0,0
"Arboviral diseases",2015,"Bay of Plenty","Female",2,1.8
"Campylobacteriosis",2015,"Bay of Plenty","Female",110,96.3
"Giardiasis",2015,"Bay of Plenty","Female",34,29.8
"Meningoencephalitis - primary amoebic",2015,"Bay of Plenty","Female",0,0
"Tuberculosis disease",2015,"Bay of Plenty","Female",2,1.8
"Rubella",2015,"Bay of Plenty","Female",0,0
"Hepatitis B",2015,"Bay of Plenty","Female",1,0.9
"Haemophilus influenzae type b",2015,"Bay of Plenty","Female",0,0
"Measles",2015,"Bay of Plenty","Female",0,0
"Shigellosis",2015,"Bay of Plenty","Female",0,0
"Cysticercosis",2015,"Bay of Plenty","Female",0,0
